"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"3801",3801,3801,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3801,500,499,1.4,132,1.67424242424242,0,772.469696969697,0.0185352331077244,0.00172659931586682,0.138919046491797,27,2.11111111111111,0,1255.48148148148,0.0235798328766309,0.00210652598731717,0.138826613541069,29,1.93103448275862,0,1235.79310344828,0.0231544628921292,0.00193545072998943,0.147863802293903,312,2.12820512820513,0,2022.96794871795,0.0267600096502682,0.00211245069704591,0.13917081033115,291,0.862
"3802",3802,3802,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3802,500,499,1.2,138,2.07971014492754,0,1892.45652173913,0.0277086710462743,0.00207983431693991,0.144209744576896,29,1.48275862068966,0,325.034482758621,0.0235678498904638,0.00155380212639325,0.14669628236879,26,1.65384615384615,0,477.384615384615,0.038357957275517,0.00169129020349063,0.153874097881848,307,2.03583061889251,0,1554.42996742671,0.029208622745367,0.0020324073527887,0.146604996059171,323,0.968
"3803",3803,3803,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3803,500,499,1.6,140,1.80714285714286,0,1084.41428571429,0.0289101838451534,0.0018404971049893,0.14566983766416,20,2.25,0,1084.15,0.0480077716446129,0.00225749966027687,0.146294814193263,21,1.47619047619048,0,354.047619047619,0.0361270715197314,0.00155117414594124,0.144870051828592,319,2.09717868338558,0,1839.10031347962,0.0323501246633998,0.00208340362078745,0.144225597119915,317,0.912
"3804",3804,3804,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3804,500,499,2.2,127,2.31496062992126,0,2769.02362204724,0.0584182276602826,0.00225036936673039,0.137253758909322,26,2.46153846153846,0,3661.5,0.0496652802574826,0.00237285086463182,0.132565558532447,24,2.04166666666667,0,1616.375,0.0343631593197733,0.00203819528671635,0.134600942452901,323,1.8297213622291,0,1084.06811145511,0.0334648844182715,0.00186870675251895,0.133174541316806,219,0.638
"3805",3805,3805,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3805,500,499,1.6,130,1.92307692307692,0,2068.52307692308,0.0282427275401673,0.0019303444103321,0.120845462547863,24,1.33333333333333,0,165.958333333333,0.0114584442587272,0.00146969225572332,0.115364933488829,21,1.80952380952381,0,869.095238095238,0.0285149339993672,0.00183656830978572,0.121491966102043,325,2.08615384615385,0,2025.37230769231,0.0273096101161709,0.00207758362465836,0.119656102176844,342,0.986
"3806",3806,3806,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3806,500,499,1.2,134,2.07462686567164,0,2089.73880597015,0.0416884823351898,0.00206074891325072,0.138368776440363,15,1.26666666666667,0,362.666666666667,0.0268910784430041,0.0013463548174071,0.138637199612602,24,2.58333333333333,0,2544.33333333333,0.0397699691979307,0.00251270206123606,0.141437803844124,327,1.95412844036697,0,1417.12844036697,0.0408084811546554,0.00196746016481233,0.13741589316641,342,0.982
"3807",3807,3807,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3807,500,499,1.6,133,1.98496240601504,0,1143.11278195489,0.0264938601781016,0.00199438400682896,0.169052024151086,25,1.56,0,620.88,0.0166126355094695,0.0016419339905439,0.158265331953084,21,3.19047619047619,0,5282.33333333333,0.0550307985820951,0.00292291007433105,0.177983746128665,321,1.95638629283489,0,1155.72585669782,0.0300707838172863,0.00196983634195389,0.166564343576259,322,0.936
"3808",3808,3808,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3808,500,499,5.2,143,1.98601398601399,0,1562.44055944056,0.023871763782333,0.00199758866807107,0.141249109387435,28,1.64285714285714,0,372.785714285714,0.0118557079757003,0.00174955549415087,0.133745555131299,22,2.18181818181818,0,1623.86363636364,0.0160467260461568,0.00215736963243247,0.132038082018937,307,2.01954397394137,0,1669.21172638436,0.0319437941409584,0.00201268773523159,0.144647724618419,315,0.96
"3809",3809,3809,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3809,500,499,2.6,132,1.71969696969697,0,1095.62878787879,0.0219639875546199,0.00177002355071711,0.141127260720959,22,2.40909090909091,0,4276,0.0358200513041194,0.00228480873502277,0.145539435927327,33,1.84848484848485,0,967,0.0189513513822823,0.00190447760628162,0.138162426411791,313,2.09904153354633,0,1612.73162939297,0.0300778663914887,0.00208703941893785,0.145514431421038,263,0.754
"3810",3810,3810,500,5,"""scale-free""",75,1,25,25,500,"count turtles",3810,500,499,1,128,2.171875,0,2266.7890625,0.03245859829742,0.00212796730134669,0.133374484853561,33,2.03030303030303,0,1946.24242424242,0.0210199646858121,0.00205823516116227,0.132552124357964,34,1.73529411764706,0,2197.88235294118,0.00910237834832738,0.00177656556948454,0.124444986599848,305,1.94754098360656,0,1381.8131147541,0.0270919591293406,0.00196490228113703,0.132734446513646,281,0.826
"3811",3811,3811,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3811,500,499,2.2,140,1.75714285714286,0,1214.39285714286,0.00881848210794866,0.00179616713282191,0.12544897063892,17,1.47058823529412,0,494.235294117647,0.00578156854594119,0.00154899563694638,0.124080444444572,25,1.84,0,791.12,0.0258394657158977,0.00188973938517259,0.127678777808018,318,2.14150943396226,0,2206.16666666667,0.022314487614701,0.00212251632373437,0.126794701971569,332,0.968
"3812",3812,3812,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3812,500,499,4.2,134,1.97761194029851,0,1606.87313432836,0.0277533974171495,0.00197677292848979,0.143819321891645,25,3.28,0,4421.48,0.0298882194791791,0.00306807089528716,0.145387175476587,28,1.60714285714286,0,1318.78571428571,0.0146646804819786,0.0016868189629766,0.133534605574443,313,1.93610223642173,0,1398.35143769968,0.0246683375951164,0.00195265087615605,0.138911746654829,218,0.632
"3813",3813,3813,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3813,500,499,3.2,137,1.89051094890511,0,1605.94160583942,0.0243608176026135,0.00190482350446475,0.130074499210199,18,1.33333333333333,0,275.888888888889,0.0148262203025429,0.00142723510747247,0.118236947610269,20,2.4,0,1058.35,0.0158598725090873,0.00240272496689031,0.134647056635589,325,2.05230769230769,0,1868.45230769231,0.020402504134534,0.00204705984189544,0.133989787406019,341,0.982
"3814",3814,3814,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3814,500,499,1.6,136,2.14705882352941,0,1099.69117647059,0.0309632987109405,0.00215017458723442,0.153716144938983,30,1.86666666666667,0,929.733333333333,0.0334030469025854,0.0018859668314539,0.153349248442121,30,2.33333333333333,0,4121.1,0.0333421814061629,0.00225715487321104,0.146106348583142,304,1.90789473684211,0,1377.98684210526,0.0301116344798006,0.00191869277959267,0.152752159827982,296,0.888
"3815",3815,3815,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3815,500,499,1.8,137,1.91240875912409,0,1363.81751824818,0.0239251082995225,0.00192033222634124,0.136304098484784,24,2.45833333333333,0,1348.54166666667,0.0328180435848285,0.0024117881045698,0.140992308625113,26,1.34615384615385,0,341.115384615385,0.0176207445984421,0.00141230919657314,0.137531205858714,313,2.05111821086262,0,1902.17571884984,0.0291428397697988,0.00205211351875615,0.135955668971032,290,0.874
"3816",3816,3816,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3816,500,499,1.2,129,2.10852713178295,0,1562.27906976744,0.0308933843763064,0.00210016092452954,0.154576107210382,27,1.62962962962963,0,855.259259259259,0.012217421578886,0.00167975425762522,0.147420105425344,31,1.67741935483871,0,684.451612903226,0.0149376580999276,0.0017272315979508,0.148514220760881,313,2.01277955271566,0,1548.27476038339,0.0226987723659215,0.00201336005189563,0.149964094213836,313,0.922
"3817",3817,3817,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3817,500,499,2,131,2.08396946564885,0,1837.99236641221,0.025905029090922,0.00209400820301661,0.140535323475852,29,2.17241379310345,0,1226.58620689655,0.0278841081170358,0.0021599241101086,0.151250001026581,33,2.3030303030303,0,2096.63636363636,0.0220072299025857,0.00226696882330152,0.142000502977957,307,1.90879478827362,0,1415.38436482085,0.0235763650999745,0.00191608193824992,0.144195862493546,298,0.862
"3818",3818,3818,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3818,500,499,1,134,1.82089552238806,0,922.514925373134,0.0147201779549084,0.00187343101541127,0.133669074710052,23,2.95652173913043,0,5069.47826086957,0.0486067927083901,0.00275234102659739,0.133943764469284,22,1.68181818181818,0,1966.18181818182,0.012196761434955,0.00172609893355588,0.130441400723585,321,2.02180685358255,0,1689.8753894081,0.0217852718185429,0.00201770163172872,0.139039849848927,125,0.352
"3819",3819,3819,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3819,500,499,2,135,2.00740740740741,0,1711.08888888889,0.0256376512094075,0.00201107788123064,0.135335335317184,27,2.2962962962963,0,2115.74074074074,0.0278070159240535,0.0022350254540849,0.141214591385461,27,2.44444444444444,0,4314.33333333333,0.0289891346934107,0.0023652639270978,0.132692644414303,311,1.92604501607717,0,1371.2154340836,0.0224410530409707,0.00194307611814125,0.136466324176079,279,0.812
"3820",3820,3820,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3820,500,499,2.2,141,2.13475177304965,0,1904.3829787234,0.0413610565149809,0.00212035978980234,0.155814425576577,29,1.93103448275862,0,2521.27586206897,0.0534969328334417,0.00190710629596462,0.158420973624461,14,1.64285714285714,0,460,0.0334715750915618,0.00169203708207618,0.1568947407653,316,1.95569620253165,0,1121.80379746835,0.0342643713593426,0.0019684641389425,0.155678958845206,254,0.784
"3821",3821,3821,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3821,500,499,2,141,1.8936170212766,0,904.914893617021,0.0300250668788581,0.0019210150822199,0.118680988913655,25,1.44,0,297.56,0.00857673794670055,0.00153944634005118,0.113561306881019,25,1.84,0,1259,0.0532758776032371,0.00186365695438545,0.113826075739918,309,2.10032362459547,0,2604.43042071197,0.0317077193193735,0.00208433427523003,0.116463163008827,331,0.97
"3822",3822,3822,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3822,500,499,2.2,137,1.72992700729927,0,1060.44525547445,0.0275822733349565,0.00177392240487862,0.146255166167408,24,2.20833333333333,0,904,0.0317449459681288,0.0022427698795435,0.142149875320199,27,1.37037037037037,0,312.037037037037,0.0197659483104296,0.00145124330014826,0.138776221517764,312,2.15064102564103,0,1836.66666666667,0.0411292306185845,0.0021280852061493,0.148296370064123,309,0.916
"3823",3823,3823,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3823,500,499,1.6,133,1.99248120300752,0,1654.56390977444,0.0200342640155888,0.00200684675618508,0.132129748484728,39,1.87179487179487,0,3020,0.0315089654257216,0.00187975970565258,0.133226312873178,20,2.2,0,1242.05,0.0219436528772159,0.00221488869698961,0.136486147737055,308,2,0,1552.37337662338,0.031434566562071,0.00199831486677643,0.134347548083833,118,0.364
"3824",3824,3824,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3824,500,499,2,138,2.13768115942029,0,1212.66666666667,0.0326344402970907,0.00211935629248349,0.1684103036278,24,1.875,0,620.5,0.0229110568093583,0.00191359476441822,0.166625360006059,26,2.03846153846154,0,1312.96153846154,0.0328612112016101,0.00201262190121881,0.172120648330682,312,1.93910256410256,0,1433.35576923077,0.0207678475066344,0.00195280252519087,0.161822233790368,317,0.94
"3825",3825,3825,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3825,500,499,1.4,142,1.70422535211268,0,672.394366197183,0.0208662758989174,0.0017571591949993,0.154633042174094,22,1.81818181818182,0,916.454545454545,0.0187856023337521,0.00184361393003814,0.154742783844613,30,2.06666666666667,0,1351.63333333333,0.0210443861978018,0.00205798319758514,0.150431761223808,306,2.13725490196078,0,1770.37908496732,0.0246096351240366,0.00211824964680296,0.159767144473606,311,0.918
"3826",3826,3826,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3826,500,499,1.2,132,1.90151515151515,0,1582.79545454545,0.0204505599741214,0.0019194439107871,0.133103551299211,30,2.76666666666667,0,4478.3,0.0411615559962508,0.0026272459431471,0.139359355795951,22,2.45454545454545,0,1918.09090909091,0.0224621974855833,0.00237913445138148,0.135800272418839,316,1.93037974683544,0,1457.93670886076,0.0268342436181022,0.00194770590997246,0.13400894643713,162,0.462
"3827",3827,3827,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3827,500,499,3,135,2.04444444444444,0,1205.4,0.0386390223877635,0.00204344185736048,0.1472380658416,20,3.2,0,6904.9,0.0878972402644994,0.00294012209607791,0.152413477481954,29,2.03448275862069,0,899.48275862069,0.0418518628061796,0.00204473643424587,0.146383439417358,316,1.89556962025316,0,1337.04430379747,0.0375011531733397,0.00191783402133433,0.146780989045202,225,0.632
"3828",3828,3828,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3828,500,499,1.6,134,2.28358208955224,0,1960.52985074627,0.0228953060090194,0.0022545374525398,0.144974785603076,23,2.56521739130435,0,3256.39130434783,0.0309649871366568,0.00249899401588348,0.153302826578497,16,1.75,0,796.9375,0.043228958018603,0.00177968088185806,0.16021144569041,327,1.85015290519878,0,1247.8501529052,0.0251079562706644,0.00187137683450953,0.146327324512307,290,0.854
"3829",3829,3829,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3829,500,499,1.6,124,2.04838709677419,0,1688.54838709677,0.0224168220866079,0.00203857332620115,0.147696280634701,28,3.57142857142857,0,7424.25,0.0926165888744116,0.00327827271749008,0.155474766009642,31,1.58064516129032,0,431.161290322581,0.0149188113827549,0.00167466728437254,0.13749860582802,317,1.87697160883281,0,1052.45110410095,0.0255585715753094,0.00190381888216336,0.145063171501345,192,0.542
"3830",3830,3830,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3830,500,499,2.2,138,2.05797101449275,0,1718.10869565217,0.0319812300873052,0.00205822350712312,0.144697809690552,19,1.63157894736842,0,843.315789473684,0.043017576880521,0.00168534669559686,0.152541417179944,24,1.875,0,922.583333333333,0.0430712380057543,0.00189654192143955,0.148992392000828,319,2,0,1553.12852664577,0.0334969134409313,0.00200133718710382,0.143326537235069,323,0.938
"3831",3831,3831,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3831,500,499,5.6,132,2.00757575757576,0,1888.22727272727,0.028429063562636,0.00200734254313229,0.142057263366734,25,1.48,0,527.36,0.0139705502478594,0.00154905730588848,0.13666672844517,28,1.82142857142857,0,889.571428571429,0.0287650886130024,0.00184573231431908,0.146394143058278,315,2.04761904761905,0,1539.6253968254,0.0334422802812891,0.00204642491066156,0.145389528537589,326,0.948
"3832",3832,3832,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3832,500,499,4,136,2.22058823529412,0,2002.32352941176,0.0268586796000631,0.00218941655380713,0.122113592725293,21,2,0,1549,0.0346365572593346,0.00197531851198131,0.129041759814382,36,1.63888888888889,0,508.388888888889,0.0201222298495668,0.00170684371728011,0.122077148588035,307,1.93811074918567,0,1922.97719869707,0.0151488141735316,0.00195215402641218,0.125231877684783,298,0.87
"3833",3833,3833,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3833,500,499,3,130,1.87692307692308,0,1138.92307692308,0.024514438948327,0.00190657699832222,0.139357609618738,28,1.92857142857143,0,879.928571428571,0.0319651010850734,0.00194333340229388,0.145267294767937,24,2.20833333333333,0,2750.08333333333,0.0229920868574033,0.00213567239807567,0.142826723173262,318,2.03459119496855,0,1740.83647798742,0.0270261363568911,0.00203294187861656,0.141483185495594,303,0.9
"3834",3834,3834,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3834,500,499,2.2,135,1.88888888888889,0,1147.52592592593,0.0401667918509856,0.00189911990632663,0.135345412492767,26,2,0,2336.53846153846,0.059534066521055,0.00200693931698551,0.136596806353813,19,1.84210526315789,0,858.736842105263,0.0288079048283829,0.00187118015697909,0.135859948190685,320,2.05,0,1848.671875,0.0462947322873085,0.00204964364819275,0.135558150310813,293,0.868
"3835",3835,3835,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3835,500,499,1.2,145,1.82068965517241,0,773.006896551724,0.0306761093477588,0.0018641874144125,0.147724692878428,25,1.52,0,318.2,0.0173090401265588,0.00162601007860851,0.137397859031047,18,1.72222222222222,0,796.888888888889,0.0458448804741371,0.00173557719540055,0.154258350970164,312,2.13141025641026,0,1958.14423076923,0.0400513490093489,0.00210834033149924,0.149396355680959,322,0.968
"3836",3836,3836,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3836,500,499,1,127,2.15748031496063,0,1998.18897637795,0.0245000349647959,0.00213956223721346,0.136152300822264,26,1.5,0,324.576923076923,0.0052364029595456,0.00161114519319406,0.122994270514605,31,1.83870967741935,0,1428.83870967742,0.0176686972245399,0.0018682329389898,0.12742981751349,316,1.9873417721519,0,1759.15189873418,0.0193949413799828,0.00198883101184228,0.131102927132617,337,0.972
"3837",3837,3837,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3837,500,499,1.8,123,2.36585365853659,0,2634.9837398374,0.03494231926304,0.00231421272314475,0.133868482936192,28,2.46428571428571,0,1847.42857142857,0.0278990885620727,0.00243301299772865,0.133077787015284,34,1.67647058823529,0,1372.32352941176,0.00682756354489867,0.00172556003168457,0.124334309118098,315,1.84444444444444,0,1379.60952380952,0.024570600668982,0.00186843946044291,0.132294998767705,275,0.794
"3838",3838,3838,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3838,500,499,1.6,131,1.83206106870229,0,793.900763358779,0.0316571288771423,0.00187353979502008,0.146347513667207,34,2.32352941176471,0,3387.20588235294,0.0648004329892569,0.00221930433391966,0.16236975981287,28,1.67857142857143,0,1087.53571428571,0.0251771301120441,0.00172768386968455,0.137850754146143,307,2.0586319218241,0,1605.24104234528,0.0373740516110373,0.00205451072035157,0.148892724598332,200,0.604
"3839",3839,3839,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3839,500,499,1.6,138,2.06521739130435,0,1302.28985507246,0.0421830035967513,0.00206999264666659,0.145216828902127,25,1.92,0,1638,0.0167531788348233,0.00195455493150363,0.133766382433434,35,2.02857142857143,0,1753.51428571429,0.0357215843031698,0.00201681332323787,0.146348215234755,302,1.96688741721854,0,1606.13245033113,0.0360006461371918,0.00196983005019568,0.145789447918714,308,0.906
"3840",3840,3840,500,5,"""scale-free""",75,1,25,50,500,"count turtles",3840,500,499,1.2,138,2.13768115942029,0,1754.69565217391,0.027008584919459,0.00211892340006438,0.131569324793826,18,2.33333333333333,0,2647.11111111111,0.0574732634592993,0.00225641211492549,0.129224784480228,28,1.82142857142857,0,618.357142857143,0.0329612449366497,0.00187465899021173,0.127090642850363,316,1.93037974683544,0,1846.67405063291,0.0324050850655822,0.00194456550948269,0.126156002387761,310,0.9
"3841",3841,3841,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3841,500,499,2,136,1.88970588235294,0,1418.22058823529,0.0245075264010535,0.00190655085217836,0.133525983657975,25,1.72,0,898.52,0.0212085412660173,0.00177928203875018,0.135439816297052,25,2.12,0,1251.44,0.0254664029864979,0.00211353500328019,0.134864116586199,314,2.05414012738854,0,1865.08917197452,0.0217829443879521,0.00204900846513689,0.136653093221414,302,0.914
"3842",3842,3842,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3842,500,499,2.4,130,2.13846153846154,0,1611.4,0.0380014322536057,0.00212306166737216,0.14851249989133,20,1.65,0,717.35,0.0125526037923064,0.00172863123974184,0.134291304939857,31,1.93548387096774,0,639.709677419355,0.0253219402607073,0.00199040717499954,0.140470369793155,319,1.96551724137931,0,1646.72413793103,0.0294831193103839,0.00196779541072663,0.144062227264194,329,0.962
"3843",3843,3843,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3843,500,499,1.6,135,1.95555555555556,0,1338.82222222222,0.0307713672452815,0.00198046427252625,0.126750130176005,15,1.93333333333333,0,726,0.0181655887244811,0.00195490153509983,0.132803353356265,30,2,0,1000.36666666667,0.0370967874427963,0.00201977594541673,0.129172284029551,320,2.015625,0,2056.2125,0.0344317856500994,0.00200850163068736,0.128047962969742,326,0.956
"3844",3844,3844,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3844,500,499,2.2,130,1.86923076923077,0,1854.48461538462,0.0261663360502418,0.0018810610626427,0.132003526554251,26,2.03846153846154,0,1530.03846153846,0.0323027140128773,0.0020107535054901,0.134161713230774,30,2.26666666666667,0,1915.03333333333,0.0252726166076163,0.00222449513444874,0.135025444534325,314,2.01910828025478,0,1671.03821656051,0.0199991648502341,0.00202690323783517,0.129539803415996,291,0.858
"3845",3845,3845,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3845,500,499,2,138,1.83333333333333,0,1459.10144927536,0.0166568614166031,0.00185752917665104,0.127855879111586,31,2.25806451612903,0,2151.32258064516,0.0221787569230214,0.00221902794488923,0.126914254718897,22,2.68181818181818,0,3365.36363636364,0.0222718448504036,0.00259601352722026,0.132691855128016,309,1.99352750809061,0,1787.95469255663,0.0260999970671706,0.00199921944897005,0.1283151302289,246,0.772
"3846",3846,3846,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3846,500,499,3.2,135,2.02222222222222,0,1186.88888888889,0.0313226180337767,0.00202404861245377,0.153213890365679,31,3.03225806451613,0,5996.45161290323,0.0848872421051163,0.00280123330690176,0.158998446327369,25,2.08,0,1040.6,0.0407209465402297,0.00209371540635007,0.158070786487063,309,1.87378640776699,0,1112.8932038835,0.0278238773184381,0.0019015285425438,0.152831869216357,147,0.464
"3847",3847,3847,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3847,500,499,2.6,136,2.02941176470588,0,2080.41911764706,0.0376301687531578,0.00201201672025676,0.151013081287238,27,2,0,2053.7037037037,0.0276759995244856,0.00199513552198074,0.148918562669261,27,1.81481481481481,0,568.888888888889,0.00789197433427672,0.00189618439310992,0.13325365207073,310,1.99677419354839,0,1272.12580645161,0.0258743932415163,0.0020041938333472,0.148588647673207,258,0.804
"3848",3848,3848,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3848,500,499,1.4,132,2.15909090909091,0,1896.25757575758,0.0361000410194483,0.00214546198276455,0.141978126961581,26,1.23076923076923,0,134,0.0094766269446388,0.00135342240229671,0.131978419535029,26,1.73076923076923,0,885.307692307692,0.0239272830487086,0.00177701120583463,0.134726313817229,316,2.0126582278481,0,1708.07594936709,0.0306765443244079,0.00201078400146729,0.136112104071717,331,0.99
"3849",3849,3849,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3849,500,499,2,138,2,0,2092.1884057971,0.0358000013677264,0.00200338892916977,0.135306268856389,22,2.22727272727273,0,2698.72727272727,0.0479820263035198,0.00216474548343609,0.136188359914532,18,2.33333333333333,0,3829.27777777778,0.0649281622375445,0.00223481126166647,0.133151499120952,322,1.95962732919255,0,1251.46273291925,0.0298667229888388,0.00197416560381671,0.13784556939446,239,0.748
"3850",3850,3850,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3850,500,499,1,133,1.97744360902256,0,2613.45112781955,0.0517884593337893,0.00197870926665494,0.11761966237038,21,3.0952380952381,0,4132.71428571429,0.0776930753069975,0.00296729004288409,0.126657887906043,27,1.74074074074074,0,781.333333333333,0.0255967260273475,0.00178873644855303,0.114867654306441,319,1.95297805642633,0,1606.51097178683,0.0439931771058847,0.00196308054082569,0.117800147742481,269,0.808
"3851",3851,3851,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3851,500,499,2.4,135,2.14074074074074,0,1874.78518518519,0.0186188257620337,0.0021364789896467,0.135011556137503,27,2.11111111111111,0,2833.07407407407,0.0221610275719364,0.00207108794128682,0.139501921971759,25,1.76,0,728.6,0.0174143726231158,0.00180097616373868,0.136345220465494,313,1.94249201277955,0,1517.12460063898,0.0264880038717585,0.00195089954597279,0.137256490337336,276,0.836
"3852",3852,3852,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3852,500,499,2.4,134,2.02985074626866,0,1270.58208955224,0.0168320656113226,0.00203704312179121,0.151312915939244,25,2.12,0,3799.6,0.0286309861968073,0.0020730942170523,0.155255715958631,24,2.125,0,1222.45833333333,0.0362917152156704,0.00210203028826077,0.161299591698705,317,1.96214511041009,0,1350.32176656151,0.0205609967737605,0.00197085217455966,0.151747407721537,256,0.776
"3853",3853,3853,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3853,500,499,2.4,143,2.0979020979021,0,1927.13986013986,0.0290288648884674,0.00208264676023524,0.136457504807018,20,1.95,0,1170.85,0.0392680448746384,0.00195774658806773,0.139833524935732,32,1.4375,0,294.8125,0.0165565923686636,0.00153327670900791,0.131736819905279,305,2.00983606557377,0,1669.97704918033,0.0346990392453027,0.00201298926831722,0.137819169006383,300,0.918
"3854",3854,3854,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3854,500,499,1.4,132,2.21212121212121,0,2491.43939393939,0.0274279288187592,0.00216397692250956,0.12719925478561,24,2.25,0,1749.125,0.0236367510783709,0.00221134034750889,0.132759392122249,31,2.09677419354839,0,3900.16129032258,0.0240046912904327,0.00206387366989179,0.126445811785087,313,1.87539936102236,0,1293.46006389776,0.0183385405132685,0.00190831563617214,0.125031911473198,285,0.844
"3855",3855,3855,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3855,500,499,1.6,135,2.32592592592593,0,1948.75555555556,0.0422500319702268,0.00228563967711544,0.149772004802651,27,1.81481481481481,0,1064.11111111111,0.0229379327668012,0.00183470420123976,0.139805858785628,18,1.5,0,303.444444444444,0.0312175245131284,0.00156587220451276,0.150457165440106,320,1.9,0,1453.5875,0.029166114368925,0.00191786228273348,0.144966963915574,293,0.886
"3856",3856,3856,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3856,500,499,1.2,137,1.98540145985401,0,1846.75182481752,0.0206349667176818,0.00199839897291171,0.124387185935869,22,3.5,0,5915.27272727273,0.0837904701393016,0.00326812014478637,0.126955629851319,24,2.29166666666667,0,4017.45833333333,0.0454541121436931,0.00218147574559971,0.134853024557965,317,1.87381703470032,0,1263.11356466877,0.0317162102208959,0.00189894409978361,0.130091444429951,214,0.644
"3857",3857,3857,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3857,500,499,1.6,133,1.90977443609023,0,1103.6992481203,0.0244804271927848,0.00192888168038693,0.147092367797093,32,1.5,0,371.25,0.0301873553716722,0.00156042331589956,0.147734537167794,21,1.80952380952381,0,703.857142857143,0.0300549284871028,0.00186518588773162,0.144167370524007,314,2.09554140127389,0,1901.67197452229,0.0283376054931912,0.00208393721897257,0.143022320775041,311,0.952
"3858",3858,3858,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3858,500,499,1.4,127,2.13385826771654,0,2149.40157480315,0.0392225284545197,0.00211318348455346,0.141190916050574,27,2.37037037037037,0,1591.07407407407,0.0401055131184252,0.00233364478709139,0.145488017823275,30,2.16666666666667,0,2293.36666666667,0.0392121142872543,0.00213182949387641,0.143002691543273,316,1.89240506329114,0,1295.54113924051,0.0300744865218718,0.00191348861833528,0.139838611894824,281,0.832
"3859",3859,3859,500,5,"""scale-free""",75,1,25,75,500,"count turtles",3859,500,499,3.6,132,1.9469696969697,0,1667.65151515152,0.025221752098368,0.0019567922759576,0.139070127349758,24,1.79166666666667,0,1613.41666666667,0.0204446849849403,0.0017887051491076,0.133368958891366,28,2.32142857142857,0,2948.75,0.0342480947390835,0.00225149012298124,0.138977813706169,316,2.00316455696203,0,1553.70886075949,0.0224481909943658,0.00201181257136563,0.134207442157143,289,0.872
