"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"6320",6320,6320,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6320,1500,1499,2.4,418,1.95454545454545,0,5492.504784689,0.0103056886368265,0.000657090161102896,0.116464690377737,78,2.21794871794872,0,14185.0384615385,0.0142003287612497,0.000718929744545113,0.119660041501933,85,1.70588235294118,0,2002.10588235294,0.00828404342139235,0.000594101347636889,0.111036300646103,919,2.0272034820457,0,5801.70729053319,0.0126081313923114,0.000673298343890461,0.11753504704793,479,0.492
"6321",6321,6321,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6321,1500,1499,1.4,421,1.83372921615202,0,3372.91923990499,0.00578586954365101,0.000621350630548305,0.119888986164389,89,2.14606741573034,0,10627.4831460674,0.00984548183172593,0.000706900297780682,0.122480930150132,60,1.86666666666667,0,2604.1,0.00491510651060567,0.000634317687319684,0.117568766568819,930,2.06774193548387,0,6440.27311827957,0.00970336337421272,0.000685417415911292,0.121138331329907,709,0.732
"6322",6322,6322,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6322,1500,1499,2.8,389,1.95115681233933,0,5107.92802056555,0.0106096789916852,0.000654764950592504,0.11732922968563,79,1.56962025316456,0,2294.83544303797,0.0095046734391991,0.000540160617354981,0.118615767168646,83,1.89156626506024,0,3047.27710843374,0.00838926107081179,0.000641268662915125,0.113938277932168,949,2.06322444678609,0,6804.42992623815,0.0104490788508536,0.00068429762531772,0.116378732569969,922,0.921333333333333
"6323",6323,6323,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6323,1500,1499,4.2,388,2.1340206185567,0,7844.34020618557,0.0225228139963264,0.000700443727239533,0.114330374381303,82,1.76829268292683,0,3046.09756097561,0.0169133773891517,0.000597065959064535,0.114171391438963,69,2,0,4908.94202898551,0.0205314614610534,0.000684720604886201,0.111471182530599,961,1.96357960457856,0,5705.17273673257,0.0155590862387812,0.000657671907857046,0.112462070947158,900,0.902
"6324",6324,6324,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6324,1500,1499,1.2,408,1.89950980392157,0,3559.9068627451,0.0101188570778341,0.00063759310785725,0.121150305955887,72,1.81944444444444,0,5257.5,0.0087444732974372,0.000613303656270479,0.119685877756178,65,1.72307692307692,0,3011.18461538462,0.00718134358198078,0.000587776870174618,0.118717541148336,955,2.07329842931937,0,6802.44502617801,0.00881909145434915,0.000688480264064311,0.120609475208591,843,0.832666666666667
"6325",6325,6325,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6325,1500,1499,1.4,405,2.03703703703704,0,8238.21975308642,0.0147981256423584,0.000673804489089482,0.119821170331856,67,1.7910447761194,0,3525.73134328358,0.00767805622251423,0.000603599412563746,0.118365276839,54,1.90740740740741,0,3380.7037037037,0.0097368295119461,0.000642203512447954,0.119760851328537,974,2.00205338809035,0,4994.18069815195,0.00889223974003104,0.000669393256267761,0.119802464792873,905,0.896
"6326",6326,6326,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6326,1500,1499,3.4,385,2.07012987012987,0,6667.98441558442,0.0120017970524021,0.000688292437308338,0.115443517312979,78,1.66666666666667,0,2887.41025641026,0.0104961351255206,0.000567808510655328,0.11743030775337,56,2.14285714285714,0,12657.4464285714,0.0215029739557165,0.000696382980223215,0.12084564665071,981,1.9887869520897,0,5442.37410805301,0.0119479393543863,0.000664343426006804,0.115874179939676,919,0.903333333333333
"6327",6327,6327,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6327,1500,1499,2.4,412,1.88349514563107,0,4566.56067961165,0.00958100489281361,0.000632611116262666,0.111032986425052,77,2,0,10207.987012987,0.00934311091327121,0.000665338149573902,0.106782807732089,61,2.18032786885246,0,10602.6229508197,0.00412763959354105,0.000719361868978171,0.108234373360751,950,2.03684210526316,0,6529.94,0.00872033198636851,0.00067816011428939,0.109983141174489,794,0.814
"6328",6328,6328,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6328,1500,1499,2.4,394,1.9238578680203,0,6073.81979695431,0.01087926030892,0.000644272634218999,0.118542183851669,65,1.89230769230769,0,2907.87692307692,0.0114088626075127,0.000641158448314742,0.118964935577179,63,2.15873015873016,0,6068.79365079365,0.00794336966922879,0.000708295150380879,0.115779014767456,978,2.02556237218814,0,5885.6717791411,0.0108995653734514,0.000674702135483905,0.118903211173663,923,0.917333333333333
"6329",6329,6329,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6329,1500,1499,1.6,417,2.12470023980815,0,8349.80335731415,0.0119716563409022,0.00070168544538467,0.118522842662567,51,1.64705882352941,0,1754.88235294118,0.00410697004229134,0.000569405534833608,0.116223813886556,87,1.60919540229885,0,2001.74712643678,0.00896455330095875,0.000554525504153013,0.119387265769355,945,1.9978835978836,0,5247.87301587302,0.00920553967836434,0.000666787056229381,0.118256663065802,965,0.966
"6330",6330,6330,1500,5,"""scale-free""",75,1,50,25,500,"count turtles",6330,1500,1499,3,406,1.88916256157635,0,5611.21674876847,0.0139748615440304,0.000634775766631325,0.116670875424845,50,1.7,0,2607.2,0.0103707725615728,0.00058419392675958,0.115648933819825,85,2.12941176470588,0,5639.77647058824,0.0153921077772416,0.000707584616178573,0.115866800377682,959,2.04900938477581,0,6198.87695516163,0.0136524351089001,0.000680841136636626,0.11690229795039,953,0.943333333333333
"6331",6331,6331,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6331,1500,1499,2.4,406,1.8448275862069,0,4059.09359605911,0.00727108121620836,0.000628145035360286,0.115229533823247,75,1.66666666666667,0,2316.65333333333,0.00613225655835241,0.000575193031842854,0.114888009443852,83,1.98795180722892,0,5014.97590361446,0.00498669146370953,0.000662665474827383,0.115648196693437,936,2.09294871794872,0,7101.94230769231,0.0102310499869821,0.000691060260517987,0.117218279609584,746,0.922
"6332",6332,6332,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6332,1500,1499,2,406,1.92857142857143,0,3612.66748768473,0.00599366268212015,0.00064980372754512,0.123330424427664,96,1.86458333333333,0,5390.15625,0.00865541599082276,0.000619071547326529,0.124564590657875,66,3.01515151515152,0,17692.3484848485,0.0242605083757112,0.000942113265872089,0.128915207466771,932,1.97103004291845,0,5448.22532188841,0.00929873284218032,0.000659409165800188,0.124084372985683,631,0.795333333333333
"6333",6333,6333,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6333,1500,1499,1,380,1.98421052631579,0,5150.31578947368,0.00759780745417422,0.000663646667762251,0.11889845520158,74,1.72972972972973,0,3225.85135135135,0.00467291817073066,0.000584809392945788,0.119659678206765,68,2.02941176470588,0,5491.92647058824,0.0108350320008344,0.000667441948898555,0.119549953365507,978,2.02249488752556,0,6220.62065439673,0.00936165881897303,0.000673979875917438,0.118369285900383,764,0.906
"6334",6334,6334,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6334,1500,1499,1,413,1.90314769975787,0,3195.23244552058,0.0109523444182765,0.000641720094339669,0.1284661962242,63,1.9047619047619,0,2040.7619047619,0.00618901947487976,0.000644140455971861,0.128557375482443,62,2.19354838709677,0,3482.96774193548,0.0191199868728888,0.000727100095272856,0.135965333996874,962,2.03326403326403,0,6520.19854469854,0.0137366749077902,0.000674956908944462,0.127537000481434,765,0.944
"6335",6335,6335,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6335,1500,1499,3.2,390,2.01282051282051,0,5654.91538461538,0.00549463105127178,0.000674215272120351,0.115152280602652,58,2.87931034482759,0,22332.6551724138,0.0300097411181868,0.000895347800532935,0.118199200712195,76,1.97368421052632,0,3380.84210526316,0.00593908252384785,0.000662895652997981,0.112255350405425,976,1.94262295081967,0,5459.08504098361,0.00809047881870246,0.000650354305137609,0.114522277805754,334,0.374
"6336",6336,6336,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6336,1500,1499,3.2,423,1.92671394799054,0,4190.40425531915,0.0138582734218332,0.000648099160566235,0.111635751665674,55,2.27272727272727,0,14991.6,0.0199601982463622,0.000739072953546175,0.113347998410333,49,2.44897959183673,0,9068.61224489796,0.0300826836544754,0.000794866136281583,0.111193028711835,973,1.9917780061665,0,6425.09763617677,0.0155469928098356,0.000664189724519676,0.111288631426693,526,0.637333333333333
"6337",6337,6337,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6337,1500,1499,1.6,398,1.87939698492462,0,3335.74874371859,0.0102792673473477,0.000635258154327603,0.11313913660622,91,1.86813186813187,0,8416.56043956044,0.00341748887428647,0.000626771886099162,0.10993674418013,97,1.80412371134021,0,2501.62886597938,0.0117320448761117,0.000615736069178173,0.115553476997772,914,2.08424507658643,0,7438.39715536105,0.0143280718037188,0.000689720584499242,0.113328772828196,614,0.730666666666667
"6338",6338,6338,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6338,1500,1499,1.2,419,1.95226730310263,0,5394.1169451074,0.00843145456863423,0.000652501616666732,0.11597971761739,85,1.57647058823529,0,1769.50588235294,0.0106652089561767,0.000546652769864441,0.1147314162666,43,1.95348837209302,0,4181.32558139535,0.012592489586649,0.000657496974250496,0.119012571861176,953,2.05876180482686,0,6587.84889821616,0.00937570540931629,0.000684012557487293,0.116601159522242,738,0.934
"6339",6339,6339,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6339,1500,1499,1.6,412,1.93203883495146,0,4131.71116504854,0.0121675058430053,0.000648874993770874,0.118997088361124,70,1.58571428571429,0,2937.21428571429,0.00532941867121142,0.000547183032020521,0.117688780126098,66,2.06060606060606,0,4250.33333333333,0.0062917812100881,0.000685007053789334,0.114258489600128,952,2.05357142857143,0,6878.43907563025,0.0118360217764661,0.000681880488208895,0.117619251064008,727,0.907333333333333
"6340",6340,6340,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6340,1500,1499,2.2,407,2.15724815724816,0,8367.63390663391,0.0105492081292782,0.00071150063141709,0.112696870989657,81,1.66666666666667,0,2961.59259259259,0.0110225260325306,0.000569793291468005,0.111835108517239,75,2.12,0,5048.82666666667,0.00579208002747519,0.000703641178622021,0.110584682640799,937,1.94877267876201,0,5526.73852721451,0.00900079315819644,0.000652607148353984,0.112511632929112,711,0.894
"6341",6341,6341,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6341,1500,1499,2.2,407,2.01965601965602,0,7158.20884520885,0.010429587145926,0.0006718928576232,0.103065483532579,69,2.30434782608696,0,10274.1594202899,0.00882225364281424,0.000742762542488442,0.10275107100803,91,2.1978021978022,0,17721.1868131868,0.0231602480152644,0.000716491288717425,0.103271325879089,933,1.94748124330118,0,5456.24222936763,0.00869834085227099,0.000653899554386248,0.101071545282859,626,0.752666666666667
"6342",6342,6342,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6342,1500,1499,1.2,395,1.84303797468354,0,4085.32658227848,0.0109107711621889,0.000621916945051161,0.125083175885987,47,1.74468085106383,0,6171.6170212766,0.00861076247604869,0.000593447031443665,0.124956874368622,73,2.6986301369863,0,14804.1369863014,0.0179394744786446,0.000862085077072314,0.125476240757117,985,2.02131979695431,0,5184.18274111675,0.0110915852237765,0.000673622929543817,0.126975565695301,770,0.904
"6343",6343,6343,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6343,1500,1499,1.6,386,1.94300518134715,0,5481.90932642487,0.0133231780805676,0.000649379818378912,0.118323787315343,57,1.85964912280702,0,2302.35087719298,0.0102588076836069,0.000638770632330985,0.11699850612699,72,1.70833333333333,0,1928.77777777778,0.00664147326614885,0.000589526533031699,0.11318413594279,985,2.0497461928934,0,6371.81116751269,0.0162077175692896,0.000680693963131565,0.118818654632685,795,0.942666666666667
"6344",6344,6344,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6344,1500,1499,1.4,423,2.02127659574468,0,4610.8841607565,0.00835314892904345,0.000673369439034142,0.10714597792521,73,1.80821917808219,0,11272.2328767123,0.00580153061355976,0.000606334909460777,0.111392755298988,63,1.65079365079365,0,1802.19047619048,0.00711872726356841,0.000578617205377673,0.105158333046484,941,2.02656748140276,0,7078.09139213603,0.00739112013671828,0.000674228900062835,0.108779274719921,403,0.511333333333333
"6345",6345,6345,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6345,1500,1499,2.8,412,1.99514563106796,0,5940.02427184466,0.0105181975922873,0.000665397852760273,0.114713214979562,86,1.91860465116279,0,2411.51162790698,0.00666764975057206,0.000654161203623205,0.106799663504892,67,1.70149253731343,0,4282.4328358209,0.0128200926763077,0.000578394538747665,0.116176487132226,935,2.02887700534759,0,6584.97967914439,0.0128893002133669,0.000674701376529495,0.114278722150318,737,0.913333333333333
"6346",6346,6346,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6346,1500,1499,1.8,394,2.08121827411167,0,6513.04822335025,0.00659233747023405,0.000687604700815876,0.116541117436421,93,1.89247311827957,0,2470.62365591398,0.00654087396301417,0.000643853487782283,0.113956152827131,59,1.84745762711864,0,2176.84745762712,0.00934502320383963,0.000626657199022068,0.121950756258052,954,1.98427672955975,0,6096.86477987421,0.00974854543999408,0.000662717608776196,0.11856047290989,760,0.908
"6347",6347,6347,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6347,1500,1499,1.8,415,2.00481927710843,0,4165.20722891566,0.00683724309042123,0.000671585151556212,0.119199997372132,69,1.95652173913043,0,4889.84057971014,0.0116904830295933,0.000654334240364826,0.122049602175854,71,2.12676056338028,0,4892.9014084507,0.00810198250023227,0.000698446766740736,0.121710394963927,945,1.98941798941799,0,6404.74708994709,0.0104775919250225,0.000663019448762334,0.121678150948928,718,0.877333333333333
"6348",6348,6348,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6348,1500,1499,3,417,2.05275779376499,0,6617.97841726619,0.00903472589079801,0.000681973495104801,0.115564336232348,90,2.18888888888889,0,10652.4444444444,0.0138060932284981,0.00071719422877795,0.115265275819455,42,1.85714285714286,0,2171.04761904762,0.00813206582400352,0.00063424404478828,0.117166860574307,951,1.96319663512093,0,5435.07676130389,0.0105657985802208,0.000656604965373474,0.115654198148904,469,0.596
"6349",6349,6349,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6349,1500,1499,1.6,374,1.94652406417112,0,7827.35828877005,0.0158470876530089,0.000647099332893051,0.111099698692259,93,1.78494623655914,0,6069.52688172043,0.0097157481775604,0.000603152491204637,0.110140485312821,106,1.97169811320755,0,3713.39622641509,0.0137187272549509,0.000663993263487021,0.111602521340901,927,2.04422869471413,0,5843.61272923409,0.0114145712235265,0.000681238815411373,0.110856224059492,647,0.787333333333333
"6350",6350,6350,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6350,1500,1499,2.2,386,2.03108808290155,0,5400.85751295337,0.00566613991885937,0.000677201664989347,0.101444682252851,100,2.13,0,4561.9,0.00729574200979719,0.000706502337871457,0.103273797415418,87,2.02298850574713,0,3649.65517241379,0.0049098454463707,0.000682715993309023,0.10198875920932,927,1.96871628910464,0,7913.30420711974,0.00950854009371979,0.000656476410042159,0.102907288916433,655,0.824
"6351",6351,6351,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6351,1500,1499,2.8,397,2.16372795969773,0,7237.17632241814,0.0102410184842252,0.00071108860245499,0.1236575792171,57,1.89473684210526,0,3751.12280701754,0.0071638628636812,0.000634488783015201,0.126997250876467,61,1.83606557377049,0,3506.91803278689,0.00184475118079243,0.000627562514606015,0.117449609532032,985,1.94822335025381,0,5044.45583756345,0.00761097316727264,0.000653046345992421,0.123623997858865,753,0.906666666666667
"6352",6352,6352,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6352,1500,1499,1.4,400,1.86,0,5728.56,0.0111357229073979,0.000628025705756994,0.109208039163468,88,1.79545454545455,0,2120.25,0.0107653242451297,0.000612309538857608,0.108722956102232,89,2.15730337078652,0,6719.98876404494,0.00963663744170104,0.000712436747361748,0.10671237840595,923,2.06283856988082,0,7081.15059588299,0.0118198699970872,0.000684181590208598,0.108553625277318,748,0.925333333333333
"6353",6353,6353,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6353,1500,1499,3.4,412,1.94660194174757,0,4283.60194174757,0.00906805778819914,0.000652556231990998,0.125373209080748,101,2.55445544554455,0,13715.1683168317,0.0222188426356069,0.000819605682139018,0.125835616466391,78,2.38461538461538,0,11212.2307692308,0.0216820948427076,0.000770971661902192,0.127942404889634,909,1.92739273927393,0,4587.46644664466,0.00953939125981975,0.000647118667651592,0.124037806908052,377,0.518
"6354",6354,6354,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6354,1500,1499,2.2,402,1.95024875621891,0,3630.40049751244,0.00988810546982964,0.000656982258780226,0.125047298128881,91,1.71428571428571,0,1739.13186813187,0.00937734045661114,0.00059315735444726,0.12521905142153,37,2.02702702702703,0,4131.10810810811,0.00884736698673634,0.000677529718286188,0.118879089348596,970,2.04432989690722,0,6507.18041237113,0.0147331373696851,0.000677162075401092,0.127196669572938,756,0.929333333333333
"6355",6355,6355,1500,5,"""scale-free""",75,1,50,50,500,"count turtles",6355,1500,1499,1.8,430,1.98604651162791,0,5760.94418604651,0.00880843319833909,0.000663620234729613,0.122358592617115,72,2.63888888888889,0,14718.3194444444,0.0194332495559291,0.000843460477278646,0.12179249416588,38,1.92105263157895,0,2946.10526315789,0.00444071021326201,0.000648028410294326,0.114084689222836,960,1.959375,0,4990.57708333333,0.00732838350862422,0.000655509442823978,0.122098422175006,466,0.576
